frame	position	phase	lumen_area	lumen_circumf	longest_distance	shortest_distance	elliptic_ratio	vector_length	vector_angle	measurement_1	measurement_2
375	12.41	-	4.51	7.79	2.96	1.93	1.53	0.44	56.21		
376	12.45	D	4.49	7.76	2.95	1.92	1.53	0.43	56.18		
377	12.48	-	4.38	7.64	2.84	1.92	1.48	0.46	57.41		
378	12.51	-	4.35	7.58	2.80	1.95	1.44	0.48	56.95		
379	12.55	-	4.26	7.50	2.76	1.92	1.44	0.50	56.50		
380	12.58	-	4.24	7.46	2.72	1.94	1.41	0.53	54.59		
381	12.61	-	4.44	7.66	2.78	1.96	1.42	0.52	50.68		
382	12.65	-	4.73	7.93	2.94	2.00	1.47	0.52	45.34		
383	12.68	S	4.98	8.14	3.00	2.04	1.47	0.51	46.35		
384	12.71	-	4.86	8.04	2.98	2.01	1.48	0.52	46.10		
385	12.74	-	4.74	7.99	3.01	2.00	1.42	0.54	51.37		
386	12.78	-	4.64	7.93	2.99	1.96	1.44	0.47	56.29		
387	12.81	-	4.45	7.84	3.04	1.89	1.48	0.44	60.13		
388	12.84	-	4.57	7.94	3.08	1.92	1.49	0.41	59.64		
389	12.88	D	4.51	7.88	3.04	1.90	1.49	0.41	58.55		
390	12.91	-	4.49	7.89	3.06	1.92	1.48	0.42	58.68		
391	12.94	-	4.49	7.86	3.04	1.92	1.48	0.41	57.08		
392	12.98	-	4.53	7.87	3.01	1.91	1.49	0.43	54.27		
393	13.01	-	4.59	7.89	3.01	1.96	1.45	0.46	52.33		
394	13.04	-	4.79	8.03	3.04	2.04	1.42	0.46	49.54		
395	13.08	S	4.79	8.00	2.98	2.02	1.45	0.47	47.31		
396	13.11	-	4.71	7.93	2.96	2.01	1.45	0.46	49.01		
397	13.14	-	4.68	7.94	2.98	1.98	1.46	0.47	49.45		
398	13.17	-	4.54	7.86	2.96	1.92	1.46	0.46	57.34		
399	13.21	-	4.56	7.88	3.01	1.90	1.56	0.39	56.14		
400	13.24	-	4.67	8.00	3.08	1.90	1.62	0.34	58.48		
401	13.27	-	4.69	8.02	3.07	1.88	1.63	0.34	59.63		
402	13.31	D	4.74	8.07	3.10	1.89	1.64	0.35	62.27		
403	13.34	-	4.73	8.08	3.11	1.89	1.65	0.35	60.33		
404	13.37	-	4.72	8.03	3.05	1.92	1.59	0.37	58.08		
405	13.41	-	4.62	7.97	3.07	1.89	1.60	0.41	56.33		
406	13.44	-	4.63	7.94	3.04	1.93	1.53	0.43	55.22		
407	13.47	-	4.78	8.03	3.04	1.98	1.50	0.44	51.96		
408	13.51	S	4.78	8.03	3.04	1.99	1.51	0.43	49.66		
409	13.54	-	4.80	8.05	3.05	1.99	1.52	0.44	50.15		
410	13.57	-	4.76	8.04	3.06	1.96	1.56	0.41	52.31		
411	13.60	-	4.76	8.08	3.10	1.92	1.62	0.35	51.79		
412	13.64	-	4.68	8.06	3.15	1.88	1.67	0.34	56.87		
413	13.67	-	4.73	8.05	3.08	1.91	1.62	0.30	53.58		
414	13.70	D	4.76	8.09	3.12	1.91	1.64	0.33	55.38		
415	13.74	-	4.73	8.06	3.09	1.90	1.63	0.33	56.41		
416	13.77	-	4.79	8.11	3.13	1.91	1.64	0.33	55.39		
417	13.80	-	4.72	8.01	3.05	1.94	1.57	0.37	56.84		
418	13.84	-	4.88	8.15	3.10	1.96	1.55	0.36	53.38		
419	13.87	-	4.92	8.15	3.08	2.01	1.54	0.38	48.93		
420	13.90	S	5.01	8.21	3.08	2.04	1.48	0.40	50.46		
421	13.93	-	4.99	8.20	3.10	2.03	1.52	0.40	47.54		
422	13.97	-	4.89	8.10	3.05	2.01	1.52	0.41	47.43		
423	14.00	-	4.81	8.12	3.12	1.96	1.59	0.37	47.09		
424	14.03	-	4.79	8.10	3.08	1.92	1.61	0.34	48.88		
425	14.07	-	4.78	8.13	3.15	1.93	1.58	0.35	50.62		
426	14.10	D	4.99	8.29	3.19	1.95	1.58	0.33	49.46		
427	14.13	-	4.86	8.20	3.19	1.93	1.56	0.35	52.17		
428	14.17	-	4.88	8.20	3.16	1.95	1.54	0.35	50.91		
429	14.20	-	4.89	8.24	3.22	1.93	1.62	0.35	49.02		
430	14.23	-	4.82	8.13	3.12	1.92	1.63	0.34	46.96		
431	14.27	-	4.89	8.16	3.11	1.97	1.58	0.37	46.49		
432	14.30	-	4.94	8.22	3.14	1.97	1.60	0.38	44.22		
433	14.33	S	4.96	8.21	3.12	1.99	1.57	0.39	42.25		
434	14.36	-	4.85	8.11	3.08	1.98	1.55	0.41	42.51		
435	14.40	-	4.96	8.22	3.12	1.98	1.58	0.37	44.20		
436	14.43	-	4.95	8.26	3.17	1.95	1.57	0.37	48.59		
437	14.46	-	4.85	8.22	3.21	1.88	1.71	0.30	45.76		
438	14.50	-	4.69	8.16	3.23	1.84	1.80	0.28	26.90		
439	14.53	D	4.81	8.23	3.20	1.85	1.73	0.28	20.75		
440	14.56	-	5.04	8.37	3.25	1.93	1.69	0.26	44.47		
441	14.60	-	5.08	8.39	3.25	1.96	1.66	0.25	42.95		
442	14.63	-	5.00	8.30	3.16	1.92	1.64	0.27	45.02		
443	14.66	-	4.97	8.29	3.21	1.92	1.62	0.31	45.38		
444	14.70	-	5.06	8.33	3.20	1.99	1.56	0.34	44.49		
445	14.73	S	5.17	8.35	3.15	2.05	1.48	0.35	41.08		
446	14.76	-	5.15	8.32	3.12	2.07	1.51	0.34	33.47		
447	14.79	-	5.01	8.26	3.17	2.01	1.58	0.34	31.17		
448	14.83	-	4.85	8.16	3.13	1.91	1.64	0.32	33.05		
449	14.86	-	4.80	8.19	3.20	1.86	1.67	0.30	37.66		
450	14.89	-	4.72	8.15	3.23	1.86	1.74	0.29	32.01		
451	14.93	-	4.86	8.23	3.21	1.90	1.69	0.30	33.22		
452	14.96	D	4.82	8.18	3.20	1.91	1.67	0.28	32.94		
453	14.99	-	4.84	8.20	3.21	1.91	1.68	0.29	34.08		
454	15.03	-	4.85	8.19	3.19	1.94	1.65	0.29	33.37		
455	15.06	-	5.07	8.37	3.25	1.95	1.67	0.30	30.96		
456	15.09	-	5.03	8.37	3.22	1.93	1.67	0.32	37.13		
457	15.12	-	5.20	8.41	3.19	2.00	1.59	0.32	36.26		
458	15.16	S	5.31	8.48	3.21	2.04	1.58	0.36	31.40		
459	15.19	-	5.38	8.55	3.22	2.02	1.60	0.33	32.77		
460	15.22	-	5.06	8.35	3.19	1.96	1.63	0.35	27.80		
461	15.26	-	5.02	8.29	3.15	1.96	1.60	0.26	33.35		
462	15.29	-	4.85	8.22	3.16	1.88	1.63	0.23	30.32		
463	15.32	-	4.86	8.30	3.22	1.84	1.72	0.23	28.73		
464	15.36	-	4.85	8.39	3.33	1.80	1.72	0.23	23.17		
465	15.39	D	4.78	8.39	3.37	1.72	1.73	0.23	19.11		
466	15.42	-	4.93	8.52	3.45	1.78	1.66	0.25	21.44		
467	15.46	-	4.95	8.38	3.31	1.88	1.65	0.22	31.14		
468	15.49	-	4.91	8.31	3.25	1.91	1.57	0.25	38.71		
469	15.52	-	4.94	8.38	3.24	1.86	1.35	0.19	59.22		
470	15.55	-	4.92	8.28	3.25	1.92	1.43	0.28	28.64		
471	15.59	S	4.98	8.33	3.25	1.99	1.34	0.27	28.49		
472	15.62	-	4.95	8.35	3.27	1.89	1.43	0.31	15.57		
473	15.65	-	4.78	8.20	3.23	1.90	1.44	0.29	28.77		
474	15.69	-	4.76	8.18	3.22	1.87	1.36	0.21	34.54		
475	15.72	-	4.70	8.16	3.23	1.87	1.56	0.24	4.74		
476	15.75	-	4.67	8.14	3.21	1.85	1.51	0.16	3.72		
477	15.79	D	4.54	8.15	3.24	1.78	1.67	0.24	1.12		
478	15.82	-	4.72	8.23	3.29	1.83	1.63	0.24	355.51		
479	15.85	-	4.79	8.22	3.24	1.87	1.64	0.25	352.11		
480	15.88	-	4.92	8.28	3.22	1.97	1.61	0.27	355.09		
481	15.92	-	4.69	8.16	3.19	1.84	1.45	0.25	5.30		
482	15.95	-	4.88	8.26	3.20	1.93	1.49	0.35	347.44		
483	15.98	S	5.03	8.38	3.26	1.98	1.48	0.31	349.99		
484	16.02	-	5.03	8.42	3.25	1.90	1.46	0.33	340.03		
485	16.05	-	4.96	8.28	3.17	1.97	1.46	0.37	339.65		
486	16.08	-	4.73	8.24	3.24	1.80	1.59	0.31	339.73		
487	16.12	-	4.62	8.16	3.19	1.70	1.68	0.33	339.29		
488	16.15	-	4.72	8.25	3.28	1.79	1.72	0.32	327.19		
489	16.18	-	4.69	8.25	3.25	1.74	1.78	0.35	324.19		
490	16.22	D	4.72	8.27	3.26	1.77	1.99	0.21	317.45		
491	16.25	-	4.82	8.36	3.28	1.74	1.58	0.25	329.75		
492	16.28	-	4.70	8.27	3.23	1.74	1.70	0.30	323.93		
493	16.31	-	4.83	8.32	3.24	1.78	1.71	0.28	334.63		
494	16.35	-	4.86	8.31	3.26	1.81	1.70	0.29	337.45		
495	16.38	-	4.85	8.30	3.21	1.84	1.48	0.28	349.22		
496	16.41	S	5.00	8.41	3.25	1.90	2.19	0.39	339.22		
497	16.45	-	4.90	8.36	3.21	1.85	1.50	0.19	353.56		
498	16.48	-	5.01	8.38	3.24	1.85	1.55	0.30	338.31		
499	16.51	-	4.67	8.10	3.10	1.81	1.59	0.24	315.82		
500	16.55	-	4.48	8.03	3.21	1.74	1.58	0.34	323.20		
501	16.58	-	4.35	7.96	3.20	1.70	1.66	0.27	242.37		
502	16.61	D	4.50	8.04	3.13	1.79	1.51	0.32	315.87		
503	16.65	-	4.46	8.01	3.19	1.74	1.54	0.35	317.37		
504	16.68	-	4.55	8.04	3.15	1.81	1.48	0.37	312.57		
505	16.71	-	4.62	8.01	3.13	1.86	1.56	0.38	320.06		
506	16.74	-	4.78	8.16	3.16	1.94	1.58	0.34	325.22		
507	16.78	-	4.76	8.16	3.16	1.90	1.53	0.39	322.35		
508	16.81	-	4.89	8.18	3.12	2.00	1.54	0.40	329.86		
509	16.84	S	4.74	8.02	4.80	3.14	1.51	0.36	327.38		
510	16.88	-	4.69	8.11	3.18	1.90	1.58	0.43	328.41		
511	16.91	-	4.65	8.11	3.16	1.84	1.60	0.40	323.49		
512	16.94	-	4.49	8.09	3.16	1.67	1.68	0.45	310.34		
513	16.98	-	4.55	8.09	3.18	1.73	1.65	0.49	304.79		
514	17.01	-	4.65	8.17	3.20	1.82	1.62	0.66	310.76		
515	17.04	D	4.71	8.20	3.17	1.79	1.52	0.52	304.12		
516	17.08	-	4.62	8.18	3.25	1.75	1.73	0.57	303.38		
517	17.11	-	4.44	7.99	3.10	1.71	1.60	0.48	304.60		
518	17.14	-	4.52	8.00	3.07	1.80	1.55	0.49	302.04		
519	17.17	-	4.62	8.10	3.13	1.80	1.59	0.50	307.48		
520	17.21	-	4.83	8.18	3.13	1.88	1.58	0.55	311.22		
521	17.24	-	5.01	8.34	3.18	1.92	1.95	1.05	325.32		
522	17.27	S	4.72	8.10	3.16	1.90	1.56	0.61	316.58		
523	17.31	-	4.93	8.30	3.19	1.94	1.51	0.53	314.63		
524	17.34	-	5.03	8.34	3.12	1.99	1.55	0.45	306.65		
525	17.37	-	4.66	8.09	3.07	1.89	1.62	0.48	305.87		
526	17.41	-	4.48	8.03	3.14	1.72	1.80	0.67	309.29		
527	17.44	-	4.52	8.01	3.10	1.77	1.85	0.59	306.46		
528	17.47	D	4.51	8.04	3.14	1.77	1.83	0.68	308.82		
529	17.51	-	4.54	8.03	3.12	1.77	1.66	0.64	304.83		
530	17.54	-	4.30	7.82	3.00	1.71	1.67	0.55	303.84		
531	17.57	-	4.48	7.94	3.06	1.82	1.60	0.53	305.82		
532	17.60	-	4.43	7.86	2.99	1.83	1.58	0.52	304.13		
533	17.64	-	4.65	7.99	2.98	1.95	1.52	0.52	306.21		
534	17.67	S	4.64	8.05	4.74	2.93	1.58	0.52	307.47		
535	17.70	-	4.52	7.95	3.05	1.80	1.62	0.51	308.32		
536	17.74	-	4.47	7.94	3.05	1.79	1.69	0.51	305.33		
537	17.77	-	4.20	7.77	2.98	1.66	1.74	0.51	302.28		
538	17.80	-	4.25	7.93	3.14	1.60	1.66	0.57	288.78		
539	17.84	-	4.07	7.77	3.06	1.58	1.44	0.63	280.12		
540	17.87	D	4.24	7.90	4.92	2.55	1.49	0.59	290.38		
541	17.90	-	4.12	7.83	3.12	1.57	1.48	0.61	287.57		
542	17.94	-	4.02	7.61	2.92	1.64	1.60	0.62	285.36		
543	17.97	-	4.31	7.86	3.02	1.70	1.59	0.64	283.83		
544	18.00	-	4.34	7.88	3.03	1.66	1.62	0.65	287.53		
545	18.03	-	4.57	8.02	3.04	1.77	1.65	0.67	288.24		
546	18.07	S	4.77	8.18	3.15	1.81	1.67	0.66	289.76		
547	18.10	-	4.50	8.00	3.01	1.71	1.57	0.68	293.51		
548	18.13	-	4.49	8.01	3.05	1.73	1.67	0.67	291.90		
549	18.17	-	4.72	8.19	3.12	1.77	1.67	0.63	289.01		
550	18.20	-	4.64	8.19	3.13	1.70	1.75	0.66	286.24		
551	18.23	-	4.38	8.04	3.12	1.57	1.80	0.60	290.35		
552	18.27	-	4.34	8.00	3.11	1.59	1.62	0.58	285.17		
553	18.30	D	4.23	7.85	4.77	2.48	1.67	0.60	287.88		
554	18.33	-	4.40	7.99	3.12	1.65	1.63	0.62	288.31		
555	18.37	-	4.47	8.10	3.14	1.61	1.69	0.64	290.77		
556	18.40	-	4.62	8.26	3.23	1.60	1.59	0.63	288.14		
557	18.43	-	4.60	8.20	3.18	1.64	1.60	0.61	291.70		
558	18.46	-	4.67	8.20	3.17	1.67	1.63	0.58	296.85		
559	18.50	S	4.58	8.17	4.89	2.54	1.60	0.57	297.02		
560	18.53	-	4.68	8.24	3.16	1.65	1.64	0.60	297.41		
561	18.56	-	4.56	8.15	3.09	1.62	1.64	0.61	296.29		
562	18.60	-	4.49	8.12	3.08	1.57	1.72	0.61	294.77		
563	18.63	-	4.51	8.17	3.15	1.56	1.76	0.66	294.06		
564	18.66	-	4.37	8.15	3.19	1.48	1.80	0.62	291.71		
565	18.70	-	4.48	8.33	3.29	1.46	1.70	0.59	291.12		
566	18.73	D	4.50	8.33	3.26	1.47	1.58	0.54	289.34		
567	18.76	-	4.39	8.28	3.26	1.43	1.57	0.55	285.74		
568	18.79	-	4.51	8.33	3.26	1.47	1.57	0.58	285.77		
569	18.83	-	4.58	8.38	3.27	1.51	1.53	0.60	285.41		
570	18.86	-	4.58	8.22	3.22	1.59	1.47	0.61	280.53		
571	18.89	S	4.77	8.51	3.32	1.56	1.46	0.63	280.02		
572	18.93	-	4.70	8.42	3.26	1.55	1.45	0.62	282.92		
573	18.96	-	4.70	8.39	3.24	1.57	1.55	0.64	284.57		
574	18.99	-	4.58	8.37	3.28	1.52	1.51	0.62	281.47		
575	19.03	-	4.41	8.22	3.23	1.48	1.79	0.75	282.45		
576	19.06	-	4.23	8.08	3.20	1.50	1.89	0.76	285.67		
577	19.09	-	4.14	7.99	3.18	1.45	1.86	0.84	283.11		
578	19.13	D	4.38	8.17	3.27	1.53	1.84	0.86	284.75		
579	19.16	-	4.36	8.19	3.25	1.52	1.74	0.70	277.84		
580	19.19	-	4.38	8.20	3.22	1.50	1.88	0.83	282.24		
581	19.22	-	4.22	8.13	3.22	1.39	1.81	0.86	282.24		
582	19.26	-	4.24	8.05	3.14	1.48	1.83	0.80	280.74		
583	19.29	-	4.25	8.02	3.14	1.49	1.95	0.78	282.22		
584	19.32	S	4.22	8.08	4.94	2.20	1.88	0.78	282.34		
585	19.36	-	4.40	8.24	3.17	1.43	1.84	0.76	280.28		
586	19.39	-	4.53	8.36	3.27	1.46	1.81	0.76	280.35		
587	19.42	-	4.30	8.30	3.28	1.35	1.91	0.80	278.77		
588	19.46	-	4.02	8.10	3.26	1.29	1.98	0.75	276.24		
589	19.49	-	4.14	8.25	3.31	1.29	1.83	0.71	271.85		
590	19.52	D	4.03	8.08	3.31	1.35	1.92	0.73	273.14		
591	19.56	-	3.96	8.06	3.23	1.28	1.57	0.67	259.65		
592	19.59	-	4.05	8.12	3.28	1.34	1.82	0.52	273.02		
593	19.62	-	4.05	8.11	3.24	1.34	1.71	0.61	273.57		
594	19.65	-	4.04	8.09	3.22	1.29	1.80	0.56	270.64		
595	19.69	-	4.09	8.12	3.22	1.37	1.73	0.55	271.88		
596	19.72	-	4.34	8.38	3.37	1.38	1.74	0.59	269.91		
597	19.75	S	4.46	8.40	3.36	1.44	1.70	0.59	265.88		
598	19.79	-	4.33	8.32	3.28	1.35	1.44	0.55	257.54		
599	19.82	-	4.33	8.43	3.37	1.28	1.53	0.61	260.08		
600	19.85	-	4.56	8.49	3.38	1.40	1.57	0.64	258.52		
601	19.89	-	4.54	8.72	3.48	1.24	1.73	0.65	258.17		
602	19.92	D	4.42	8.61	5.39	1.93	1.65	0.69	260.72		
603	19.95	-	4.32	8.58	3.40	1.18	1.68	0.67	255.67		
604	19.99	-	4.41	8.64	3.42	1.21	1.51	0.63	251.83		
605	20.02	-	4.53	8.59	3.45	1.36	1.52	0.64	249.94		
606	20.05	-	4.42	8.63	3.42	1.24	1.51	0.63	251.01		
607	20.08	-	4.39	8.50	3.38	1.28	1.47	0.58	246.51		
608	20.12	S	4.54	8.63	5.38	2.05	1.51	0.61	240.52		
609	20.15	-	4.56	8.66	3.48	1.31	1.44	0.60	243.78		
610	20.18	-	4.55	8.52	3.37	1.37	1.34	0.63	242.17		
611	20.22	-	4.67	8.74	3.50	1.34	1.19	0.68	230.87		
612	20.25	-	4.63	8.72	3.49	1.31	1.36	0.65	241.54		
613	20.28	-	4.64	8.80	3.53	1.29	1.40	0.68	246.12		
614	20.32	-	4.63	8.78	3.53	1.30	1.60	0.73	254.49		
615	20.35	D	4.56	8.76	5.52	1.98	1.40	0.78	242.94		
616	20.38	-	4.67	8.88	3.57	1.29	1.43	0.80	258.58		
617	20.42	-	4.67	8.91	3.53	1.31	1.61	0.83	262.28		
618	20.45	-	4.51	8.86	3.56	1.24	1.51	0.83	256.60		
619	20.48	-	4.48	8.85	3.48	1.22	1.47	0.87	253.84		
620	20.51	-	4.68	8.90	3.50	1.29	1.40	0.78	257.74		
621	20.55	S	4.55	8.73	3.49	1.31	1.31	0.85	260.31		
622	20.58	-	4.64	8.85	3.53	1.32	1.29	0.75	252.45		
623	20.61	-	4.80	8.93	3.55	1.37	1.44	0.83	264.96		
624	20.65	-	4.78	9.02	3.60	1.31	1.53	0.79	262.05		
625	20.68	-	4.80	9.00	3.60	1.31	1.72	0.84	266.34		
626	20.71	-	4.69	8.83	3.58	1.37	1.70	0.92	272.60		
627	20.75	D	4.71	8.92	5.65	2.05	1.41	0.92	266.93		
628	20.78	-	4.78	8.83	3.63	1.45	1.64	0.99	281.19		
629	20.81	-	4.62	8.81	3.60	1.36	1.62	0.94	276.53		
630	20.85	-	4.77	9.03	3.70	1.33	1.58	0.99	277.16		
631	20.88	-	4.71	8.85	3.66	1.41	1.62	1.01	281.11		
632	20.91	-	4.71	8.84	3.60	1.40	1.47	0.97	283.76		
633	20.94	S	4.91	8.96	3.64	1.46	1.65	0.95	276.73		
634	20.98	-	4.94	9.02	3.63	1.46	1.48	0.90	279.82		
635	21.01	-	4.78	8.96	3.64	1.33	1.58	0.94	275.70		
636	21.04	-	4.83	9.03	3.64	1.31	1.52	0.92	275.08		
637	21.08	-	4.63	8.88	3.57	1.24	1.89	0.86	260.87		
638	21.11	D	4.72	8.92	5.60	2.02	1.55	0.99	277.07		
639	21.14	-	4.61	8.89	3.54	1.21	1.65	0.86	257.51		
640	21.18	-	4.53	8.85	3.55	1.20	1.50	0.83	250.54		
641	21.21	-	4.57	8.79	3.56	1.28	1.54	0.96	273.73		
642	21.24	-	4.37	8.71	3.54	1.20	1.55	0.94	264.62		
643	21.28	-	4.39	8.77	3.57	1.17	1.45	0.94	269.27		
644	21.31	-	4.25	8.61	3.53	1.17	1.48	0.94	268.46		
645	21.34	S	4.45	8.76	3.63	1.24	1.56	0.99	273.64		
646	21.37	-	4.49	8.82	3.56	1.19	1.50	0.95	268.94		
647	21.41	-	4.66	8.77	3.53	1.34	1.51	0.98	272.05		
648	21.44	-	4.82	9.03	3.56	1.26	1.42	0.87	264.61		
649	21.47	-	4.53	8.92	3.56	1.13	1.31	0.91	261.58		
650	21.51	-	4.56	8.94	3.56	1.13	1.48	1.00	264.79		
651	21.54	D	4.32	8.80	5.52	1.68	1.35	0.97	255.62		
652	21.57	-	4.47	8.85	3.52	1.14	1.41	1.03	263.86		
653	21.61	-	4.20	8.77	3.51	1.02	1.29	0.96	262.52		
654	21.64	-	4.10	8.61	3.46	1.07	1.34	1.01	263.22		
655	21.67	-	4.18	8.62	3.49	1.11	1.45	1.07	263.29		
656	21.70	-	4.11	8.57	3.48	1.11	1.31	1.05	267.97		
657	21.74	-	4.06	8.59	3.52	1.07	1.42	1.08	263.41		
658	21.77	-	4.17	8.67	3.47	1.07	1.32	0.95	262.69		
659	21.80	S	4.20	8.60	3.47	1.17	1.40	1.05	263.68		
660	21.84	-	4.12	8.64	3.50	1.04	1.32	1.00	266.01		
661	21.87	-	3.90	8.45	3.43	1.03	1.31	1.03	263.76		
662	21.90	-	3.87	8.42	3.50	1.07	1.52	0.94	259.44		
663	21.94	-	3.56	8.24	3.51	1.06	1.51	1.00	265.47		
664	21.97	-	3.38	8.22	3.53	0.95	1.37	0.97	266.09		
665	22.00	-	3.40	8.22	3.48	0.97	1.32	0.96	268.05		
666	22.04	D	3.19	8.10	5.44	1.51	1.46	1.04	267.91		
667	22.07	-	3.28	7.99	3.39	1.03	1.41	0.87	263.14		
668	22.10	-	3.64	8.30	3.47	1.03	1.42	0.90	267.89		
669	22.13	-	3.86	8.53	3.48	0.96	1.42	0.97	271.28		
670	22.17	-	3.95	8.54	3.53	1.04	1.49	1.06	269.25		
671	22.20	-	4.10	8.60	3.49	1.07	1.50	1.02	268.30		
672	22.23	-	4.14	8.67	3.55	1.06	1.50	1.10	273.75		
673	22.27	S	4.25	8.68	3.57	1.16	1.37	0.98	270.29		
674	22.30	-	4.29	8.70	3.51	1.14	1.38	0.99	264.28		
675	22.33	-	4.26	8.72	3.52	1.10	1.53	1.00	261.66		
676	22.37	-	4.25	8.76	3.59	1.11	1.53	0.99	264.19		
677	22.40	-	4.19	8.74	3.57	1.08	1.31	0.88	261.59		
678	22.43	-	4.21	8.69	3.59	1.10	1.14	0.82	284.48		
679	22.46	-	4.24	8.72	3.57	1.14	1.52	1.23	274.26		
680	22.50	D	4.19	8.65	5.50	1.77	1.27	1.01	269.46		
681	22.53	-	4.31	8.82	3.63	1.15	1.25	0.99	271.13		
682	22.56	-	4.27	8.80	3.59	1.13	1.35	0.96	269.17		
683	22.60	-	4.15	8.62	3.49	1.10	1.30	0.96	270.51		
684	22.63	-	4.10	8.73	3.56	1.04	1.32	1.06	270.74		
685	22.66	-	4.18	8.57	3.51	1.14	1.29	0.96	269.41		
686	22.70	S	4.19	8.63	3.46	1.12	1.34	0.96	265.61		
687	22.73	-	4.26	8.66	3.52	1.18	1.25	0.94	271.40		
688	22.76	-	4.05	8.63	3.54	1.03	1.27	0.87	269.05		
689	22.80	-	4.00	8.75	3.50	0.99	1.27	0.84	271.60		
690	22.83	-	4.06	8.70	3.48	1.06	1.40	0.84	251.99		
691	22.86	-	4.11	8.72	3.48	1.06	1.33	0.85	257.66		
692	22.89	-	4.09	8.74	3.49	1.07	1.35	0.89	260.37		
693	22.93	D	4.10	8.60	3.50	1.19	1.48	0.97	262.18		
694	22.96	-	3.84	8.44	3.50	1.07	1.36	0.98	262.56		
695	22.99	-	4.10	8.57	3.55	1.23	1.37	0.98	263.97		
696	23.03	-	4.15	8.62	3.48	1.14	1.40	0.94	259.81		
697	23.06	-	3.95	8.50	3.46	1.08	1.37	1.01	260.86		
698	23.09	-	4.22	8.71	3.52	1.19	1.22	0.87	282.65		
699	23.13	S	4.28	8.78	3.55	1.21	1.30	0.91	266.41		
700	23.16	-	3.92	8.51	3.52	1.13	1.10	0.97	276.83		
701	23.19	-	3.98	8.64	3.56	1.11	1.34	0.88	263.37		
702	23.23	-	3.98	8.85	3.65	1.14	1.34	0.91	259.87		
703	23.26	-	4.02	8.75	3.65	1.23	1.38	0.89	260.88		
704	23.29	-	3.85	8.83	3.67	1.03	1.27	0.91	258.30		
705	23.32	-	3.85	8.61	3.55	1.20	1.23	0.88	264.43		
706	23.36	D	4.30	8.79	3.65	1.35	1.42	0.92	257.68		
707	23.39	-	4.48	8.94	3.77	1.43	1.43	0.92	260.68		
708	23.42	-	3.95	8.65	3.68	1.24	1.48	0.93	263.96		
709	23.46	-	3.72	8.64	3.70	1.17	1.53	0.93	264.14		
710	23.49	-	3.37	8.44	3.57	1.08	1.23	0.94	269.85		
711	23.52	-	3.37	8.70	3.63	1.14	1.45	0.92	262.75		
712	23.56	S	3.31	8.67	3.60	1.09	1.29	0.95	267.31		
713	23.59	-	3.26	8.69	3.63	1.05	1.46	0.89	268.42		
714	23.62	-	3.53	8.87	3.68	1.24	1.53	0.86	267.38		
715	23.65	-	7.50	10.22	3.78	2.66	1.42	0.80	276.63		
716	23.69	-	7.47	10.31	3.72	2.58	1.45	0.94	275.90		
717	23.72	-	6.44	9.67	3.72	2.13	1.74	0.77	266.46		
718	23.75	-	6.08	9.43	3.72	2.10	1.77	0.76	266.60		
719	23.79	D	6.34	9.71	6.07	3.23	1.88	0.75	266.74		
720	23.82	-	5.95	9.27	3.61	2.04	1.77	0.81	269.36		
721	23.85	-	5.84	9.41	3.75	1.85	2.03	0.78	265.47		
722	23.89	-	5.61	8.83	3.31	2.03	1.63	0.87	266.20		
723	23.92	-	6.30	9.61	3.58	2.38	1.50	0.82	271.37		
724	23.95	-	5.47	8.64	3.22	2.11	1.53	0.90	259.93		
725	23.99	-	4.93	8.54	3.23	1.67	1.93	0.89	259.09		
726	24.02	S	4.76	8.40	3.15	1.69	1.87	0.81	261.90		
727	24.05	-	2.58	8.17	3.67	0.78	2.35	0.70	259.55		
728	24.08	-	4.86	9.10	3.55	1.43	2.49	0.47	251.47		
729	24.12	-	5.32	9.44	3.56	1.58	2.24	0.66	262.70		
730	24.15	-	4.97	9.06	3.65	1.55	2.36	0.44	247.33		
731	24.18	-	4.75	9.14	3.59	1.64	2.20	0.55	257.46		
732	24.22	-	5.61	9.33	3.68	1.75	2.10	0.44	255.31		
733	24.25	-	5.61	9.35	3.83	1.74	2.20	0.54	257.37		
734	24.28	-	2.71	8.42	3.72	0.86	2.17	0.55	255.68		
